altitude,density,u,v
602.890232650107,1.1854920622865555,2.880527625512359,8.909194225226868
608.236726351037,1.1851841496617477,3.0370916316787784,8.665735029831316
613.521048263851,1.1846721895234267,3.275339031228252,8.64809289577071
618.800799965538,1.1839906635127884,3.5770797278203577,8.88802376907268
624.123484025458,1.1838993670256712,3.6961881346154954,9.085613793117822
629.389307487307,1.1832624501842326,3.719020657546212,9.389055628504272
634.655607782618,1.1826257272918028,3.6737857427642737,9.519606173748173
639.937228426341,1.1820295909709295,3.6810186715120743,9.441981484889372
645.240385620453,1.1814730737682386,3.8005911874572567,9.30790249035507
650.513991048124,1.1810060626382861,3.9212613207331035,9.332601203570512
655.883816998163,1.1803550840806618,3.9122568801781394,9.523134416607718
661.283519711889,1.179742555347481,3.830936788500363,9.724252816230372
666.676707348217,1.1791736788032956,3.856291838112417,9.791292270401478
672.112604902123,1.1783015590748862,4.066153654148693,9.685440287215162
677.594829880548,1.1776355488301504,4.334150809180952,9.537247877286145
683.055933759645,1.1768456865609769,4.516268291139967,9.431396028737465
688.534715103181,1.1763928698980861,4.559413518093259,9.424339197981093
694.098350872912,1.1759702171296342,4.498411895140177,9.60781562392928
699.746974059268,1.1749844404942973,4.440203543639349,9.916297994175745
705.412858608415,1.1745050806937973,4.618329493350262,10.218227628766861
711.088433355256,1.1733472705675816,5.068837804209373,10.53225459345615
716.729832913007,1.1723648435403102,5.237881330256221,10.38053346931949
722.375917314654,1.171762733958869,5.385175686546514,10.21469909627802
728.027452531325,1.1714345709766951,5.359213667807078,10.166115804492534
733.792608848465,1.1710894873618003,5.440589560074205,10.322993580252472
739.585424981977,1.170044108031331,5.486333603584296,10.512712560113574
745.406514393387,1.1693753294917235,5.303170379401811,10.793355516398254
751.313253842025,1.1687788472852527,5.430756971235808,10.849809786556355
757.262285031917,1.1682607899950777,5.558660428464987,10.786298671619361
763.337638480349,1.1677668102001628,5.784566304790075,10.683975058815463
769.374189417585,1.1671519990525072,6.117138934895063,10.641634470949745
775.526273083992,1.166520769787993,6.488941880782351,10.6416344328441
781.756610872437,1.1658785059368655,6.8297044018739275,10.694560289658215
787.992975609997,1.1652356008597993,7.070262488119487,10.786298472064237
794.150752959032,1.1646883975576314,7.175957654508621,10.863923094422105
800.333335452476,1.1642219257478696,7.202405682040934,10.839224319760705
806.559041200548,1.1635388342210562,7.241140945808357,10.680446592408801
812.904382207733,1.1625865208963457,7.380545075202936,10.51814029284
819.350992302088,1.1615364833554924,7.586746627885577,10.440515753964378
825.87762316427,1.1608957891149525,7.744261877969324,10.528725537841416
832.328520097961,1.1602031739646623,7.790388620997987,10.719258737469776
838.70613793956,1.1595207802944159,7.725018077918042,10.870979621568768
845.015106672083,1.1590383406354083,7.6651036418445475,10.775712975523101
851.344515103258,1.1583008206220873,7.634657561993001,10.440515581501604
857.59017316502,1.1577852613300743,7.79140646181753,10.239397140427126
863.775012028519,1.1572365400665972,7.940588441855844,10.062977286996613
870.011872605922,1.1566799002994559,8.074007211728219,10.059449020179484
876.338225403864,1.1561105752480707,8.15400917339546,10.147658819695666
882.825964856172,1.1555194961673045,8.171079546507361,10.187983282050203
889.352997974251,1.1547129496124,8.30719488662945,10.02214876689356
895.982104012971,1.1540178416422537,8.641230869388725,9.636041711770433
902.593757045564,1.153241824135485,8.993636419531857,9.516076302287711
909.170665249936,1.1525129849028655,9.326816363956572,9.516076273893159
915.434672116861,1.1518291040429733,9.522753016335226,9.720723045980774
